file,line,snippet,alias_documented_in_file
02-requirements-engineering\fundamentals\during\05-conceptual-data-modeling\SKILL.md,45,| glossary.md        | `../project_context/glossary.md`          | No       | Controlled vocabulary for entity and attribute naming |,False
02-requirements-engineering\fundamentals\during\05-conceptual-data-modeling\SKILL.md,51,"| conceptual_data_model.md  | `../output/conceptual_data_model.md`   | Complete conceptual ER model with Mermaid diagrams, entity catalog, and data quality rule",False
02-requirements-engineering\fundamentals\during\05-conceptual-data-modeling\SKILL.md,59,"Read `features.md`, `business_rules.md`, and optionally `elicitation_log.md` and `glossary.md` from `../project_context/`. If `glossary.md` exists, load it as t",False
02-requirements-engineering\fundamentals\during\05-conceptual-data-modeling\SKILL.md,167,"Write the completed model to `../output/conceptual_data_model.md` using the output format below. Log summary statistics: total entities, relationships, attribut",False
02-requirements-engineering\fundamentals\during\06-requirements-patterns\SKILL.md,33,"| **Inputs**    | `../project_context/features.md`, `business_rules.md`; `../output/requirements_analysis_report.md` |",False
02-requirements-engineering\fundamentals\during\06-requirements-patterns\SKILL.md,34,| **Output**    | `../output/requirements_patterns.md`                                   |,False
02-requirements-engineering\fundamentals\during\06-requirements-patterns\SKILL.md,42,| features.md                     | `../project_context/features.md`                 | Yes      | Feature descriptions with behavioral requirements |,False
02-requirements-engineering\fundamentals\during\06-requirements-patterns\SKILL.md,43,| business_rules.md               | `../project_context/business_rules.md`           | Yes      | Business logic requiring pattern formalization |,False
02-requirements-engineering\fundamentals\during\06-requirements-patterns\SKILL.md,44,| requirements_analysis_report.md | `../output/requirements_analysis_report.md`      | No       | Classified and prioritized requirements        |,False
02-requirements-engineering\fundamentals\during\06-requirements-patterns\SKILL.md,50,"| requirements_patterns.md | `../output/requirements_patterns.md`  | Decision tables, state diagrams, and CRUD matrices for complex requirements |",False
02-requirements-engineering\fundamentals\during\06-requirements-patterns\SKILL.md,58,Read `features.md` and `business_rules.md` from `../project_context/`. Optionally read `requirements_analysis_report.md` from `../output/` if available. Log eve,False
02-requirements-engineering\fundamentals\during\06-requirements-patterns\SKILL.md,181,"Write the completed patterns to `../output/requirements_patterns.md` using the output format below. Log summary statistics: total decision tables, state models,",False
02-requirements-engineering\fundamentals\during\07-requirements-validation\SKILL.md,33,| **Inputs**    | All `../output/` artifacts generated by skills 04-06                   |,False
02-requirements-engineering\fundamentals\during\07-requirements-validation\SKILL.md,34,| **Output**    | `../output/validation_report.md`                                       |,False
02-requirements-engineering\fundamentals\during\07-requirements-validation\SKILL.md,42,| requirements_analysis_report.md   | `../output/requirements_analysis_report.md`     | Yes      | Classified and prioritized requirements        |,False
02-requirements-engineering\fundamentals\during\07-requirements-validation\SKILL.md,43,| conceptual_data_model.md          | `../output/conceptual_data_model.md`            | No       | Entity-relationship model for data validation  |,False
02-requirements-engineering\fundamentals\during\07-requirements-validation\SKILL.md,44,"| requirements_patterns.md          | `../output/requirements_patterns.md`            | No       | Decision tables, state models, CRUD matrices   |",False
02-requirements-engineering\fundamentals\during\07-requirements-validation\SKILL.md,45,| vision.md                         | `../project_context/vision.md`                  | Yes      | Business goals for traceability validation     |,False
02-requirements-engineering\fundamentals\during\07-requirements-validation\SKILL.md,46,| features.md                       | `../project_context/features.md`                | Yes      | Feature list for completeness checking         |,False
02-requirements-engineering\fundamentals\during\07-requirements-validation\SKILL.md,47,| business_rules.md                 | `../project_context/business_rules.md`          | No       | Business rules for consistency checking        |,False
02-requirements-engineering\fundamentals\during\07-requirements-validation\SKILL.md,53,| validation_report.md  | `../output/validation_report.md`    | Complete validation findings with defect log and remediation instructions |,False
02-requirements-engineering\fundamentals\during\07-requirements-validation\SKILL.md,164,"Write the completed validation to `../output/validation_report.md` using the output format below. Log summary statistics: total requirements validated, pass rat",False
02-requirements-engineering\fundamentals\during\08-business-process-modeling\SKILL.md,32,"| **Inputs** | `../output/elicitation_log.md`, `../output/stakeholder_register.md`, `../project_context/features.md`, `../project_context/business_rules.md` (op",False
02-requirements-engineering\fundamentals\during\08-business-process-modeling\SKILL.md,33,| **Output** | `../output/business_process_models.md` |,False
02-requirements-engineering\fundamentals\during\08-business-process-modeling\SKILL.md,98,"Write `../output/business_process_models.md` containing current-state and future-state models, exception flows, and requirement implications.",False
02-requirements-engineering\fundamentals\during\09-business-rules-analysis\SKILL.md,32,"| **Inputs** | `../output/elicitation_log.md`, `../output/business_process_models.md` (recommended), `../project_context/business_rules.md` (optional), `vision.",False
02-requirements-engineering\fundamentals\during\09-business-rules-analysis\SKILL.md,33,| **Output** | `../output/business_rules_catalog.md` |,False
02-requirements-engineering\fundamentals\during\09-business-rules-analysis\SKILL.md,92,"Write `../output/business_rules_catalog.md` with the normalized rule catalog, issue log, and downstream mapping.",False
02-requirements-engineering\fundamentals\during\10-prototyping-and-solution-discovery\SKILL.md,32,"| **Inputs** | `../project_context/vision.md`, `../project_context/features.md`, `../output/stakeholder_register.md` (recommended), `../output/requirements_anal",False
02-requirements-engineering\fundamentals\during\10-prototyping-and-solution-discovery\SKILL.md,33,| **Output** | `../output/solution_discovery_report.md` |,False
02-requirements-engineering\fundamentals\during\10-prototyping-and-solution-discovery\SKILL.md,86,"Write `../output/solution_discovery_report.md` including candidates, prototype strategy, evaluation matrix, learnings, and recommendation.",False
02-requirements-engineering\fundamentals\during\06-requirements-patterns\references\crud-matrix.md,52,- The conceptual data model (`../output/conceptual_data_model.md`),False
02-requirements-engineering\fundamentals\during\06-requirements-patterns\references\crud-matrix.md,53,- Feature descriptions (`../project_context/features.md`),False
02-requirements-engineering\fundamentals\during\06-requirements-patterns\references\crud-matrix.md,54,- Business rules (`../project_context/business_rules.md`),False
02-requirements-engineering\waterfall\01-initialize-srs\SKILL.md,47,"Use this skill to bootstrap the parent project with industrial templates that capture vision, features, technology constraints, business rules, quality standard",False
02-requirements-engineering\waterfall\01-initialize-srs\SKILL.md,50,"- Initialize or refresh `../project_context/` with six templates (vision, features, tech stack, business rules, quality standards, glossary).",False
02-requirements-engineering\waterfall\01-initialize-srs\SKILL.md,51,- Ensure `../output/` exists before downstream IEEE/ISO skills execute.,False
02-requirements-engineering\waterfall\01-initialize-srs\SKILL.md,60,2. The automation checks for `../project_context/`. Offer Maintenance Mode (add missing templates) or Clean (delete and reseed). Maintenance Mode must never ove,False
02-requirements-engineering\waterfall\01-initialize-srs\SKILL.md,61,"3. After provisioning, create `../output/` if missing so downstream skills always find a writeable folder.",False
02-requirements-engineering\waterfall\01-initialize-srs\SKILL.md,62,"4. Copy templates from `templates/`. Each template embeds Expert Guidance comments, SHALL/MUST phrasing, and aligned Markdown tables. Log every directory action",False
02-requirements-engineering\waterfall\02-context-engineering\README.md,9,"1. Run `python context_engineering.py` from this directory. The script reads `../project_context/vision.md` and `../project_context/glossary.md`, then writes a ",False
02-requirements-engineering\waterfall\02-context-engineering\README.md,12,4. Review `../output/SRS_Draft.md` after running the skill to confirm all scope items and definitions meet the traceability and ISO/IEC requirements.,False
02-requirements-engineering\waterfall\02-context-engineering\SKILL.md,30,"- Input files: `../project_context/vision.md`, `../project_context/glossary.md`",False
02-requirements-engineering\waterfall\02-context-engineering\SKILL.md,31,- Output file: `../output/SRS_Draft.md` (Section 1.0 only),False
02-requirements-engineering\waterfall\02-context-engineering\SKILL.md,41,6. Validate that `../output/SRS_Draft.md` exists and contains the new introduction before closing the skill run.,False
02-requirements-engineering\waterfall\03-descriptive-modeling\README.md,9,"1. Run `python descriptive_modeling.py` from this directory. The script accesses `../project_context/tech_stack.md`, `features.md`, and `quality_standards.md`, ",False
02-requirements-engineering\waterfall\03-descriptive-modeling\README.md,12,"4. Verify the new section in `../output/SRS_Draft.md` and ensure the diagrams, constraints, assumptions, and dependencies align with the governing standards.",False
02-requirements-engineering\waterfall\03-descriptive-modeling\SKILL.md,30,"- Inputs: `../project_context/tech_stack.md`, `../project_context/features.md`, `../project_context/quality_standards.md`",False
02-requirements-engineering\waterfall\03-descriptive-modeling\SKILL.md,31,- Output: `../output/SRS_Draft.md` (Section 2.0 only),False
02-requirements-engineering\waterfall\03-descriptive-modeling\SKILL.md,37,3. Ensure the script replaces any existing Section 2.0 block in `../output/SRS_Draft.md` and leaves the rest of the document untouched.,False
02-requirements-engineering\waterfall\04-interface-specification\README.md,9,"1. Run `python interface_specification.py` from this directory. The script reads the three context files, identifies external actors, validates protocol compati",False
02-requirements-engineering\waterfall\04-interface-specification\SKILL.md,30,"- Inputs: `../project_context/tech_stack.md`, `../project_context/features.md`, `../project_context/quality_standards.md`",False
02-requirements-engineering\waterfall\04-interface-specification\SKILL.md,31,- Output: `../output/SRS_Draft.md` (Section 3.1 only),False
02-requirements-engineering\waterfall\05-feature-decomposition\README.md,9,"1. Run `python feature_decomposition.py` from this directory. The script reads `../project_context/features.md` and `../project_context/quality_standards.md`, t",False
02-requirements-engineering\waterfall\05-feature-decomposition\SKILL.md,23,"- Inputs: `../project_context/features.md`, `../project_context/quality_standards.md`",False
02-requirements-engineering\waterfall\05-feature-decomposition\SKILL.md,24,- Output: `../output/SRS_Draft.md` (Section 3.2 only),False
02-requirements-engineering\waterfall\05-feature-decomposition\SKILL.md,71,"After generating all section files, create (or overwrite) `manifest.md` in the SRS document directory (`../output/01-srs/`) listing the section files in the cor",False
02-requirements-engineering\waterfall\06-logic-modeling\README.md,9,"1. Run `python logic_modeling.py` from this directory. The script reads `../project_context/business_rules.md`, `../project_context/tech_stack.md`, and `../proj",False
02-requirements-engineering\waterfall\06-logic-modeling\SKILL.md,21,"- Inputs: `../project_context/business_rules.md`, `../project_context/tech_stack.md`, `../project_context/quality_standards.md`",False
02-requirements-engineering\waterfall\06-logic-modeling\SKILL.md,22,- Output: `../output/SRS_Draft.md` (Sections 3.2.2–3.2.4),False
02-requirements-engineering\waterfall\07-attribute-mapping\README.md,9,"1. Run `python attribute_mapping.py` from this directory. The script reads `../project_context/quality_standards.md` and `../project_context/tech_stack.md`, inf",False
02-requirements-engineering\waterfall\07-attribute-mapping\SKILL.md,21,"- Inputs: `../project_context/quality_standards.md`, `../project_context/tech_stack.md`",False
02-requirements-engineering\waterfall\07-attribute-mapping\SKILL.md,22,- Output: `../output/SRS_Draft.md` (Sections 3.3–3.6),False
02-requirements-engineering\waterfall\07-attribute-mapping\SKILL.md,33,"8. Preserve existing sections (1.0–3.2, 4.0+) when writing to `../output/SRS_Draft.md`; only replace Sections 3.3–3.6.",False
02-requirements-engineering\waterfall\08-semantic-auditing\README.md,5,"This skill performs a ruthless audit of `../output/SRS_Draft.md` plus every file in `../project_context/`, validates the eight IEEE 830 qualities, and emits a t",False
02-requirements-engineering\waterfall\08-semantic-auditing\SKILL.md,21,"- Inputs: `../output/SRS_Draft.md`, every file within `../project_context/`",False
02-requirements-engineering\waterfall\09-use-case-modeling\README.md,15,| `SRS_Draft.md` (Sections 3.1-3.2) | Yes | `../output/` |,False
02-requirements-engineering\waterfall\09-use-case-modeling\README.md,16,| `features.md` | Yes | `../project_context/` |,False
02-requirements-engineering\waterfall\09-use-case-modeling\README.md,17,| `business_rules.md` | Recommended | `../project_context/` |,False
02-requirements-engineering\waterfall\09-use-case-modeling\README.md,18,| `stakeholder_register.md` | Optional | `../project_context/` |,False
02-requirements-engineering\waterfall\09-use-case-modeling\README.md,24,| `Use_Case_Model.md` | `../output/Use_Case_Model.md` |,False
02-requirements-engineering\waterfall\09-use-case-modeling\README.md,28,1. Verify `../output/SRS_Draft.md` contains Sections 3.1 and 3.2 and that `../project_context/features.md` exists. Halt if either is missing.,False
02-requirements-engineering\waterfall\09-use-case-modeling\README.md,29,"2. Invoke the skill through your runner. The skill reads context files, identifies actors, extracts use cases, generates diagrams and descriptions, and writes `",False
02-requirements-engineering\waterfall\09-use-case-modeling\SKILL.md,31,"| **Inputs** | `../project_context/features.md`, `../project_context/business_rules.md`, `../project_context/stakeholder_register.md` (optional), `../output/SRS",False
02-requirements-engineering\waterfall\09-use-case-modeling\SKILL.md,32,| **Output** | `../output/Use_Case_Model.md` |,False
02-requirements-engineering\waterfall\09-use-case-modeling\SKILL.md,40,| `SRS_Draft.md` | `../output/SRS_Draft.md` | **Required** | Sections 3.1 (System Features) and 3.2 (Functional Requirements) |,False
02-requirements-engineering\waterfall\09-use-case-modeling\SKILL.md,41,| `features.md` | `../project_context/features.md` | **Required** | Feature list with user story triggers and acceptance criteria |,False
02-requirements-engineering\waterfall\09-use-case-modeling\SKILL.md,42,| `business_rules.md` | `../project_context/business_rules.md` | Recommended | Business rules referenced by use cases |,False
02-requirements-engineering\waterfall\09-use-case-modeling\SKILL.md,43,| `stakeholder_register.md` | `../project_context/stakeholder_register.md` | Optional | Stakeholder roles for actor identification |,False
02-requirements-engineering\waterfall\09-use-case-modeling\SKILL.md,49,"| `Use_Case_Model.md` | `../output/Use_Case_Model.md` | Complete use case model with diagrams, descriptions, and traceability |",False
02-requirements-engineering\waterfall\09-use-case-modeling\SKILL.md,232,Assemble the complete use case model and write it to `../output/Use_Case_Model.md`.,False
02-requirements-engineering\waterfall\09-use-case-modeling\SKILL.md,290,- [ ] `Use_Case_Model.md` exists in `../output/`,False
03-design-documentation\README.md,43,Existing skill-local references to `../project_context/` and `../output/` are compatibility aliases into the active project workspace.,False
03-design-documentation\01-high-level-design\README.md,9,1. Verify `../output/SRS_Draft.md` and `../project_context/tech_stack.md` exist. Optionally check for `../output/PRD.md` to enrich architectural context.,False
03-design-documentation\01-high-level-design\README.md,10,"2. Invoke `logic.prompt` or trigger the skill. The skill reads input files, generates all HLD sections with Mermaid diagrams, and writes `../output/HLD.md`.",False
03-design-documentation\01-high-level-design\SKILL.md,23,- After Phase 02 completes and `SRS_Draft.md` exists in `../output/` with Sections 1.0 through 3.5 or later.,False
03-design-documentation\01-high-level-design\SKILL.md,24,- When `tech_stack.md` is present in `../project_context/` to inform technology decisions.,False
03-design-documentation\01-high-level-design\SKILL.md,25,- Can also incorporate `PRD.md` from `../output/` for additional product context.,False
03-design-documentation\01-high-level-design\SKILL.md,32,"| **Inputs**  | `../output/SRS_Draft.md`, `../project_context/tech_stack.md`; optionally `../output/PRD.md` |",False
03-design-documentation\01-high-level-design\SKILL.md,33,| **Output**  | `../output/HLD.md` |,False
03-design-documentation\01-high-level-design\SKILL.md,41,"| SRS_Draft.md | `../output/SRS_Draft.md` | Yes | Functional requirements, interfaces, constraints, user classes |",False
03-design-documentation\01-high-level-design\SKILL.md,42,"| tech_stack.md | `../project_context/tech_stack.md` | Yes | Technology choices, framework versions, infrastructure targets |",False
03-design-documentation\01-high-level-design\SKILL.md,43,"| PRD.md | `../output/PRD.md` | No | Product context, feature priorities, success metrics |",False
03-design-documentation\01-high-level-design\SKILL.md,49,"| HLD.md | `../output/HLD.md` | Complete High-Level Design document with architecture diagrams, technology decisions, and traceability |",False
03-design-documentation\01-high-level-design\SKILL.md,57,Read `SRS_Draft.md` (all sections) from `../output/` and `tech_stack.md` from `../project_context/`. Optionally read `PRD.md` from `../output/`. Log the absolut,False
03-design-documentation\01-high-level-design\SKILL.md,173,- [ ] `HLD.md` exists in `../output/` with all nine sections populated.,False
03-design-documentation\01-high-level-design\SKILL.md,184,| Upstream | Phase 02 (Requirements Engineering) | Consumes `SRS_Draft.md` from `../output/` |,False
03-design-documentation\02-low-level-design\README.md,9,"1. Verify `../output/HLD.md`, `../output/SRS_Draft.md`, and `../project_context/business_rules.md` exist. Halt if any required file is missing.",False
03-design-documentation\02-low-level-design\README.md,10,"2. Invoke `logic.prompt` or trigger the skill. The skill decomposes HLD components, generates Mermaid diagrams, formalizes algorithms, and writes `../output/LLD",False
03-design-documentation\02-low-level-design\SKILL.md,23,- After the `01-high-level-design` skill has produced `HLD.md` in `../output/`.,False
03-design-documentation\02-low-level-design\SKILL.md,24,- Requires `business_rules.md` in `../project_context/` for algorithm formalization and calculation logic.,False
03-design-documentation\02-low-level-design\SKILL.md,30,"| **Inputs**    | `../output/HLD.md`, `../output/SRS_Draft.md`, `../project_context/business_rules.md` |",False
03-design-documentation\02-low-level-design\SKILL.md,31,| **Output**    | `../output/LLD.md`                                                    |,False
03-design-documentation\02-low-level-design\SKILL.md,39,| HLD.md             | `../output/HLD.md`                        | Yes      | Component architecture to decompose into modules |,False
03-design-documentation\02-low-level-design\SKILL.md,40,| SRS_Draft.md       | `../output/SRS_Draft.md`                  | Yes      | Stimulus-response pairs for sequence diagrams    |,False
03-design-documentation\02-low-level-design\SKILL.md,41,| business_rules.md  | `../project_context/business_rules.md`    | Yes      | Business logic and calculations to formalize     |,False
03-design-documentation\02-low-level-design\SKILL.md,47,| LLD.md  | `../output/LLD.md`   | Complete Low-Level Design with diagrams and algorithms   |,False
03-design-documentation\02-low-level-design\SKILL.md,55,"Read `HLD.md` and `SRS_Draft.md` from `../output/`, and `business_rules.md` from `../project_context/`. Log every file path read. If any required file is missin",False
03-design-documentation\02-low-level-design\SKILL.md,150,"Write the completed document to `../output/LLD.md`. Log the total module count, diagram count, and algorithm count.",False
03-design-documentation\03-api-specification\README.md,9,"1. Verify `../output/SRS_Draft.md`, `../output/HLD.md`, and `../project_context/tech_stack.md` exist. Halt if any required file is missing.",False
03-design-documentation\03-api-specification\README.md,11,3. Review the generated `../output/API_Specification.md` to confirm all SRS entities have corresponding endpoints with complete request/response schemas and sta,False
03-design-documentation\03-api-specification\README.md,12,4. Validate that `../output/openapi.yaml` is a structurally valid OpenAPI 3.0 document containing every endpoint defined in the specification.,False
03-design-documentation\03-api-specification\SKILL.md,23,"- After `01-high-level-design` has produced `HLD.md` in `../output/`, which identifies system components and integration points.",False
03-design-documentation\03-api-specification\SKILL.md,31,"| **Inputs**    | `../output/SRS_Draft.md`, `../output/HLD.md`, `../project_context/tech_stack.md` |",False
03-design-documentation\03-api-specification\SKILL.md,32,"| **Outputs**   | `../output/API_Specification.md`, `../output/openapi.yaml`           |",False
03-design-documentation\03-api-specification\SKILL.md,40,"| SRS_Draft.md   | `../output/SRS_Draft.md`              | Yes      | Functional requirements, security, performance  |",False
03-design-documentation\03-api-specification\SKILL.md,41,"| HLD.md         | `../output/HLD.md`                    | Yes      | System components, integration points, data flow|",False
03-design-documentation\03-api-specification\SKILL.md,42,"| tech_stack.md  | `../project_context/tech_stack.md`    | Yes      | Technology choices, framework conventions        |",False
03-design-documentation\03-api-specification\SKILL.md,48,| API_Specification.md   | `../output/API_Specification.md`      | Human-readable API reference with all sections   |,False
03-design-documentation\03-api-specification\SKILL.md,49,| openapi.yaml           | `../output/openapi.yaml`              | Machine-readable OpenAPI 3.0 specification       |,False
03-design-documentation\03-api-specification\SKILL.md,57,"Read `SRS_Draft.md` and `HLD.md` from `../output/`, and `tech_stack.md` from `../project_context/`. Log every file path read. If any required file is missing, h",False
03-design-documentation\03-api-specification\SKILL.md,113,Write the human-readable specification to `../output/API_Specification.md` with all sections defined in the Output Format below.,False
03-design-documentation\03-api-specification\SKILL.md,117,"Generate a valid OpenAPI 3.0 document at `../output/openapi.yaml`. The document shall include: `openapi: ""3.0.3""`, `info` block, `servers` block, `paths` with a",False
03-design-documentation\04-database-design\README.md,12,4. **Produce Outputs** -- Write `Database_Design.md` and `erd.mmd` to `../output/`. Generate the data dictionary and migration strategy.,False
03-design-documentation\04-database-design\SKILL.md,23,- After `HLD.md` exists in `../output/` and identifies data storage components.,False
03-design-documentation\04-database-design\SKILL.md,25,"- `business_rules.md` in `../project_context/` provides data relationships, validation rules, and constraints.",False
03-design-documentation\04-database-design\SKILL.md,26,- `tech_stack.md` in `../project_context/` specifies the database platform.,False
03-design-documentation\04-database-design\SKILL.md,32,"| **Inputs**  | `../output/SRS_Draft.md`, `../output/HLD.md`, `../project_context/business_rules.md`, `../project_context/tech_stack.md` |",False
03-design-documentation\04-database-design\SKILL.md,33,"| **Outputs** | `../output/Database_Design.md`, `../output/erd.mmd` |",False
03-design-documentation\04-database-design\SKILL.md,41,"| SRS_Draft.md | `../output/SRS_Draft.md` | Yes | Entity candidates from Section 3.2, data objects from Section 2.0 |",False
03-design-documentation\04-database-design\SKILL.md,42,"| HLD.md | `../output/HLD.md` | Yes | Data storage components, architectural context, data flow paths |",False
03-design-documentation\04-database-design\SKILL.md,43,"| business_rules.md | `../project_context/business_rules.md` | Yes | Data relationships, validation constraints, business logic rules |",False
03-design-documentation\04-database-design\SKILL.md,44,"| tech_stack.md | `../project_context/tech_stack.md` | Yes | Database platform (MySQL 8.x, PostgreSQL, etc.), version constraints |",False
03-design-documentation\04-database-design\SKILL.md,50,| Database_Design.md | `../output/Database_Design.md` | Complete database design document with all sections |,False
03-design-documentation\04-database-design\SKILL.md,51,| erd.mmd | `../output/erd.mmd` | Standalone Mermaid erDiagram file for the entity-relationship model |,False
03-design-documentation\04-database-design\SKILL.md,59,"Read `SRS_Draft.md` and `HLD.md` from `../output/`, and `business_rules.md` and `tech_stack.md` from `../project_context/`. Log the absolute path of each file r",False
03-design-documentation\04-database-design\SKILL.md,71,"Produce an Entity-Relationship Diagram using Mermaid erDiagram syntax. Include all entities with typed attributes, relationships with proper cardinality notatio",False
03-design-documentation\04-database-design\SKILL.md,114,"If multi-tenancy is detected in SRS or HLD, define the tenant isolation strategy: shared database with `tenant_id` FK on every tenant-scoped table, or separate ",False
03-design-documentation\04-database-design\SKILL.md,166,- [ ] `Database_Design.md` and `erd.mmd` exist in `../output/`.,False
03-design-documentation\05-ux-specification\README.md,9,- After `HLD.md` exists in `../output/` and identifies user-facing components.,False
03-design-documentation\05-ux-specification\README.md,18,| SRS_Draft.md | `../output/` | Preferred |,False
03-design-documentation\05-ux-specification\README.md,19,| user_stories.md | `../project_context/` | Alternate (if no SRS) |,False
03-design-documentation\05-ux-specification\README.md,20,| HLD.md | `../output/` | Yes |,False
03-design-documentation\05-ux-specification\README.md,21,| vision.md | `../project_context/` | Yes |,False
03-design-documentation\05-ux-specification\README.md,22,| features.md | `../project_context/` | Recommended |,False
03-design-documentation\05-ux-specification\README.md,23,| stakeholder_register.md | `../project_context/` | Recommended |,False
03-design-documentation\05-ux-specification\README.md,29,| UX_Specification.md | `../output/` |,False
03-design-documentation\05-ux-specification\README.md,35,3. Review `../output/UX_Specification.md` for completeness against the verification checklist in `SKILL.md`.,False
03-design-documentation\05-ux-specification\SKILL.md,23,- After `HLD.md` exists in `../output/` and identifies user-facing components.,False
03-design-documentation\05-ux-specification\SKILL.md,25,- `vision.md` and `features.md` in `../project_context/` provide product scope and feature inventory.,False
03-design-documentation\05-ux-specification\SKILL.md,26,- `stakeholder_register.md` in `../project_context/` identifies user personas and audience segments.,False
03-design-documentation\05-ux-specification\SKILL.md,32,"| **Inputs**  | `../output/SRS_Draft.md` or `../project_context/user_stories.md`, `../output/HLD.md`, `../project_context/vision.md`, `../project_context/featur",False
03-design-documentation\05-ux-specification\SKILL.md,33,| **Outputs** | `../output/UX_Specification.md` |,False
03-design-documentation\05-ux-specification\SKILL.md,41,"| SRS_Draft.md | `../output/SRS_Draft.md` | Preferred | Functional requirements, user interaction flows, data objects |",False
03-design-documentation\05-ux-specification\SKILL.md,42,| user_stories.md | `../project_context/user_stories.md` | Alternate | User stories when SRS is not yet available |,False
03-design-documentation\05-ux-specification\SKILL.md,43,"| HLD.md | `../output/HLD.md` | Yes | Architectural context, component hierarchy, data flow paths |",False
03-design-documentation\05-ux-specification\SKILL.md,44,"| vision.md | `../project_context/vision.md` | Yes | Product scope, target audience, business goals |",False
03-design-documentation\05-ux-specification\SKILL.md,45,| features.md | `../project_context/features.md` | Recommended | Feature inventory for information architecture mapping |,False
03-design-documentation\05-ux-specification\SKILL.md,46,"| stakeholder_register.md | `../project_context/stakeholder_register.md` | Recommended | User personas, audience segments, accessibility needs |",False
03-design-documentation\05-ux-specification\SKILL.md,52,| UX_Specification.md | `../output/UX_Specification.md` | Complete UX specification with all sections |,False
03-design-documentation\05-ux-specification\SKILL.md,76,"Read `SRS_Draft.md` and `HLD.md` from `../output/`. Read `vision.md`, `features.md`, `stakeholder_register.md`, and `user_stories.md` from `../project_context/`",False
03-design-documentation\05-ux-specification\SKILL.md,291,- [ ] `UX_Specification.md` exists in `../output/`.,False
03-design-documentation\06-infrastructure-design\README.md,24,"1. Verify `../output/HLD.md`, `../output/SRS_Draft.md`, and `../project_context/tech_stack.md` exist. Optionally check for `../project_context/quality_standards",False
03-design-documentation\06-infrastructure-design\README.md,26,"3. If the gate passes, invoke the skill to generate all infrastructure sections and write `../output/Infrastructure_Design.md`.",False
03-design-documentation\06-infrastructure-design\README.md,34,| HLD.md | `../output/HLD.md` | Yes |,False
03-design-documentation\06-infrastructure-design\README.md,35,| SRS_Draft.md | `../output/SRS_Draft.md` | Yes |,False
03-design-documentation\06-infrastructure-design\README.md,36,| tech_stack.md | `../project_context/tech_stack.md` | Yes |,False
03-design-documentation\06-infrastructure-design\README.md,37,| quality_standards.md | `../project_context/quality_standards.md` | No |,False
03-design-documentation\06-infrastructure-design\README.md,43,| Infrastructure_Design.md | `../output/Infrastructure_Design.md` |,False
03-design-documentation\06-infrastructure-design\SKILL.md,23,- After `01-high-level-design` completes and `../output/HLD.md` exists.,False
03-design-documentation\06-infrastructure-design\SKILL.md,24,"- When `../output/SRS_Draft.md` contains non-functional requirements with measurable availability, scalability, or performance targets.",False
03-design-documentation\06-infrastructure-design\SKILL.md,25,- When `../project_context/tech_stack.md` specifies cloud or distributed deployment targets.,False
03-design-documentation\06-infrastructure-design\SKILL.md,26,- Optionally when `../project_context/quality_standards.md` defines SLA or compliance constraints.,False
03-design-documentation\06-infrastructure-design\SKILL.md,32,"| **Inputs**   | `../output/HLD.md`, `../output/SRS_Draft.md`, `../project_context/tech_stack.md`; optionally `../project_context/quality_standards.md` |",False
03-design-documentation\06-infrastructure-design\SKILL.md,33,| **Output**   | `../output/Infrastructure_Design.md` |,False
03-design-documentation\06-infrastructure-design\SKILL.md,42,"| HLD.md | `../output/HLD.md` | Yes | Architectural style, component boundaries, deployment topology |",False
03-design-documentation\06-infrastructure-design\SKILL.md,43,"| SRS_Draft.md | `../output/SRS_Draft.md` | Yes | Non-functional requirements, constraints, performance targets |",False
03-design-documentation\06-infrastructure-design\SKILL.md,44,"| tech_stack.md | `../project_context/tech_stack.md` | Yes | Infrastructure targets, cloud provider, runtime environment |",False
03-design-documentation\06-infrastructure-design\SKILL.md,45,"| quality_standards.md | `../project_context/quality_standards.md` | No | SLA definitions, compliance constraints, uptime targets |",False
03-design-documentation\06-infrastructure-design\SKILL.md,51,"| Infrastructure_Design.md | `../output/Infrastructure_Design.md` | Complete infrastructure design with scalability, reliability, caching, monitoring, and DR se",False
03-design-documentation\06-infrastructure-design\SKILL.md,98,Read `HLD.md` and `SRS_Draft.md` from `../output/`. Read `tech_stack.md` from `../project_context/`. Optionally read `quality_standards.md` from `../project_con,False
03-design-documentation\06-infrastructure-design\SKILL.md,277,- [ ] `Infrastructure_Design.md` exists in `../output/` with all sections populated (if gate passed).,False
03-design-documentation\07-iot-system-design\SKILL.md,32,"| **Inputs** | `../output/HLD.md`, `../output/SRS_Draft.md`, `../project_context/tech_stack.md`, `../project_context/quality_standards.md` (recommended) |",False
03-design-documentation\07-iot-system-design\SKILL.md,33,| **Output** | `../output/IoT_System_Design.md` |,False
03-design-documentation\07-iot-system-design\SKILL.md,98,"Write `../output/IoT_System_Design.md` with architecture, connectivity, security, lifecycle, operational model, and traceability back to the source requirements",False
04-development-artifacts\README.md,22,- **Upstream:** Phase 03 (Design Documentation) -- requires `LLD.md` and `HLD.md` in `../output/`,False
04-development-artifacts\README.md,27,"All skills read from `../output/` (LLD.md, HLD.md, SRS_Draft.md) and `../project_context/tech_stack.md`.",False
04-development-artifacts\README.md,31,All skills write to `../output/`.,False
